text,label,word_count,cleaned_text,tokens,token_count
The REX American Resources (NYSE:REX) Share Price Has Gained 27% And Shareholders Are Hoping For More,1,16,the rex american resources nyse rex share price has gained 27% and shareholders are hoping for more,"['the', 'rex', 'american', 'resources', 'nyse', 'rex', 'share', 'price', 'has', 'gained', '27%', 'and', 'shareholders', 'are', 'hoping', 'for', 'more']",17
Lackluster U.S. retail sales cast shadow on fourth-quarter economic growth,0,10,lackluster u.s. retail sales cast shadow on fourth-quarter economic growth,"['lackluster', 'u.s', 'retail', 'sales', 'cast', 'shadow', 'on', 'fourth-quarter', 'economic', 'growth']",10
Luckin Coffee share price may nearly double to $60 on U.S. exchanges: hedge fund Citron Capital,1,16,luckin coffee share price may nearly double to $60 on u.s. exchanges hedge fund citron capital,"['luckin', 'coffee', 'share', 'price', 'may', 'nearly', 'double', 'to', '$60', 'on', 'u.s', 'exchanges', 'hedge', 'fund', 'citron', 'capital']",16
"Billionaire hedge fund founder Ray Dalio doesn't want to use the word ""recession"" when talking about the global eco… https://t.co/J5n2Puuiuu",2,20,billionaire hedge fund founder ray dalio doesn't want to use the word recession when talking about the global eco,"['billionaire', 'hedge', 'fund', 'founder', 'ray', 'dalio', ""doesn't"", 'want', 'to', 'use', 'the', 'word', 'recession', 'when', 'talking', 'about', 'the', 'global', 'eco']",19
Edited Transcript of NG.L earnings conference call or presentation 14-Nov-19 9:15am GMT,2,12,edited transcript of ng.l earnings conference call or presentation 14-nov-19 9 15am gmt,"['edited', 'transcript', 'of', 'ng.l', 'earnings', 'conference', 'call', 'or', 'presentation', '14-nov-19', '9', '15am', 'gmt']",13
Boeing’s stock is headed for its 12th decline in the past 14 sessions,0,13,boeing s stock is headed for its 12th decline in the past 14 sessions,"['boeing', 's', 'stock', 'is', 'headed', 'for', 'its', '12th', 'decline', 'in', 'the', 'past', '14', 'sessions']",14
"Seeing tilt to value in U.S., says Gabelli Funds Co-CIO Chris Marangi https://t.co/oRQrI4jAPP https://t.co/yt00OyrO7s",2,14,"seeing tilt to value in u.s., says gabelli funds co-cio chris marangi","['seeing', 'tilt', 'to', 'value', 'in', 'u.s', 'says', 'gabelli', 'funds', 'co-cio', 'chris', 'marangi']",12
Where will the Dow go from here?,2,7,where will the dow go from here,"['where', 'will', 'the', 'dow', 'go', 'from', 'here']",7
What Percentage Of Brown-Forman Corporation (NYSE:BF.B) Shares Do Insiders Own?,2,10,what percentage of brown-forman corporation nyse bf.b shares do insiders own,"['what', 'percentage', 'of', 'brown-forman', 'corporation', 'nyse', 'bf.b', 'shares', 'do', 'insiders', 'own']",11
Kohl's stock price target cut to $48 from $52 at Deutsche Bank,0,12,kohl's stock price target cut to $48 from $52 at deutsche bank,"[""kohl's"", 'stock', 'price', 'target', 'cut', 'to', '$48', 'from', '$52', 'at', 'deutsche', 'bank']",12
Futures higher ahead of more Q3 results,1,7,futures higher ahead of more q3 results,"['futures', 'higher', 'ahead', 'of', 'more', 'q3', 'results']",7
Oil slips as concerns over U.S.-China trade talks drag on,0,10,oil slips as concerns over u.s.-china trade talks drag on,"['oil', 'slips', 'as', 'concerns', 'over', 'u.s.-china', 'trade', 'talks', 'drag', 'on']",10
"Highlight: “It’s a carousel not only of coaches but of players,” @serwer says about the Redskins ownership problem.… https://t.co/PXqyVBhHgH",2,19,"highlight it s a carousel not only of coaches but of players, says about the redskins ownership problem.","['highlight', 'it', 's', 'a', 'carousel', 'not', 'only', 'of', 'coaches', 'but', 'of', 'players', 'says', 'about', 'the', 'redskins', 'ownership', 'problem']",18
Crowd Media : CEO's AGM Presentation #CrowdMedia #Stock #MarketScreener https://t.co/jLVjlZKLqQ https://t.co/1rg9EX36y6,2,11,crowd media ceo's agm presentation crowdmedia stock marketscreener,"['crowd', 'media', ""ceo's"", 'agm', 'presentation', 'crowdmedia', 'stock', 'marketscreener']",8
Bernie Sanders has unveiled a plan to expand broadband internet access as part of a push to boost the economy and r… https://t.co/ioo9NksE4f,2,23,bernie sanders has unveiled a plan to expand broadband internet access as part of a push to boost the economy and r,"['bernie', 'sanders', 'has', 'unveiled', 'a', 'plan', 'to', 'expand', 'broadband', 'internet', 'access', 'as', 'part', 'of', 'a', 'push', 'to', 'boost', 'the', 'economy', 'and', 'r']",22
Here's Why TORC Oil & Gas (TSE:TOG) Has A Meaningful Debt Burden,2,12,here's why torc oil gas tse tog has a meaningful debt burden,"[""here's"", 'why', 'torc', 'oil', 'gas', 'tse', 'tog', 'has', 'a', 'meaningful', 'debt', 'burden']",12
FDA OKs Tandem's Control-IQ; shares up 1%,1,7,fda oks tandem's control-iq shares up 1%,"['fda', 'oks', ""tandem's"", 'control-iq', 'shares', 'up', '1%']",7
Gonna be a bad look when the anchors are all wearing surgical masks,2,13,gonna be a bad look when the anchors are all wearing surgical masks,"['gonna', 'be', 'a', 'bad', 'look', 'when', 'the', 'anchors', 'are', 'all', 'wearing', 'surgical', 'masks']",13
N.J. Screens 27 Passengers on Curise Ship for Virus; Risk ‘Remains Low’,2,12,n.j. screens 27 passengers on curise ship for virus risk remains low,"['n.j', 'screens', '27', 'passengers', 'on', 'curise', 'ship', 'for', 'virus', 'risk', 'remains', 'low']",12
$MSVB - Mid-Southern Bancorp appoints Robert W. Derossett as CFO https://t.co/dwLbR73wdb,2,11,$MSVB - mid-southern bancorp appoints robert w. derossett as cfo,"['$MSVB', '-', 'mid-southern', 'bancorp', 'appoints', 'robert', 'w', 'derossett', 'as', 'cfo']",10
Policy changes to reduce global warming could force a net $1.6 trillion repricing in sectors from energy to agricul… https://t.co/5c5hIGJcc1,0,20,policy changes to reduce global warming could force a net $1.6 trillion repricing in sectors from energy to agricul,"['policy', 'changes', 'to', 'reduce', 'global', 'warming', 'could', 'force', 'a', 'net', '$1.6', 'trillion', 'repricing', 'in', 'sectors', 'from', 'energy', 'to', 'agricul']",19
Hedge Funds Are Selling AMERCO (UHAL),0,6,hedge funds are selling amerco uhal,"['hedge', 'funds', 'are', 'selling', 'amerco', 'uhal']",6
When you've lost Tom Lee...,2,5,when you've lost tom lee...,"['when', ""you've"", 'lost', 'tom', 'lee']",5
$HII - Huntington Ingalls Industries: Steady As She Goes. Subscribe to Seeking Alpha for more:… https://t.co/jgmtvNkFsX,2,16,$HII - huntington ingalls industries steady as she goes. subscribe to seeking alpha for more,"['$HII', '-', 'huntington', 'ingalls', 'industries', 'steady', 'as', 'she', 'goes', 'subscribe', 'to', 'seeking', 'alpha', 'for', 'more']",15
Are You Better Off With Multiple Credit Cards or One Great One?,2,12,are you better off with multiple credit cards or one great one,"['are', 'you', 'better', 'off', 'with', 'multiple', 'credit', 'cards', 'or', 'one', 'great', 'one']",12
$DTLA.P - Waiting For Godot's Dividend Could Pay Off For Patient Investors In Brookfield DTLA Office Trust Preferre… https://t.co/Z073RaKchj,2,19,$DTLA.p - waiting for godot's dividend could pay off for patient investors in brookfield dtla office trust preferre,"['$DTLA.p', '-', 'waiting', 'for', ""godot's"", 'dividend', 'could', 'pay', 'off', 'for', 'patient', 'investors', 'in', 'brookfield', 'dtla', 'office', 'trust', 'preferre']",18
Aegis Capital positive on Netflix usage trend,1,7,aegis capital positive on netflix usage trend,"['aegis', 'capital', 'positive', 'on', 'netflix', 'usage', 'trend']",7
Ark Restaurants : Announces Financial Results for the First Quarter of 2020play_arrow #ArkRestaurants #Stock… https://t.co/LwVSGfNQ47,2,15,ark restaurants announces financial results for the first quarter of 2020play arrow arkrestaurants stock,"['ark', 'restaurants', 'announces', 'financial', 'results', 'for', 'the', 'first', 'quarter', 'of', '2020play', 'arrow', 'arkrestaurants', 'stock']",14
Weekly market update : Good corporate results counter virus fears #Weeklymarketupdate #marketscreener… https://t.co/UWvHmj6TtT,1,13,weekly market update good corporate results counter virus fears weeklymarketupdate marketscreener,"['weekly', 'market', 'update', 'good', 'corporate', 'results', 'counter', 'virus', 'fears', 'weeklymarketupdate', 'marketscreener']",11
"Coin Toss: Morgan Stanley Raises Tesla Bull Case To $500, Keeps Bear Case At $10 https://t.co/hjXizuPs7Z",2,16,"coin toss morgan stanley raises tesla bull case to $500, keeps bear case at $10","['coin', 'toss', 'morgan', 'stanley', 'raises', 'tesla', 'bull', 'case', 'to', '$500', 'keeps', 'bear', 'case', 'at', '$10']",15
Japan’s Friendship Ties Programs JENESYS 2019 ASEAN Inbound Program 23rd Batch,2,11,japan s friendship ties programs jenesys 2019 asean inbound program 23rd batch,"['japan', 's', 'friendship', 'ties', 'programs', 'jenesys', '2019', 'asean', 'inbound', 'program', '23rd', 'batch']",12
$CB - Chubb to purchase additional 15.3% stake in Huatai Insurance https://t.co/bh96BckrDC,2,12,$CB - chubb to purchase additional 15.3% stake in huatai insurance,"['$CB', '-', 'chubb', 'to', 'purchase', 'additional', '15.3%', 'stake', 'in', 'huatai', 'insurance']",11
South Africa President Objects to Airline Plan to Cut Routes,2,10,south africa president objects to airline plan to cut routes,"['south', 'africa', 'president', 'objects', 'to', 'airline', 'plan', 'to', 'cut', 'routes']",10
These 2020 cars and trucks are the most likely to hold their value on the used market,2,17,these 2020 cars and trucks are the most likely to hold their value on the used market,"['these', '2020', 'cars', 'and', 'trucks', 'are', 'the', 'most', 'likely', 'to', 'hold', 'their', 'value', 'on', 'the', 'used', 'market']",17
$OTTW - Ottawa Savings Bancorp reports Q4 results https://t.co/3Zg4633Iff,2,9,$OTTW - ottawa savings bancorp reports q4 results,"['$OTTW', '-', 'ottawa', 'savings', 'bancorp', 'reports', 'q4', 'results']",8
$CPHI big buy block.,1,4,$CPHI big buy block.,"['$CPHI', 'big', 'buy', 'block']",4
"$HD - Despite The Recent Pullback, HD Shares Are Not Yet A Buy. Read more: https://t.co/Fyi7Zct3Hz #investing #markets #finance",0,19,"$HD - despite the recent pullback, hd shares are not yet a buy. read more investing markets finance","['$HD', '-', 'despite', 'the', 'recent', 'pullback', 'hd', 'shares', 'are', 'not', 'yet', 'a', 'buy', 'read', 'more', 'investing', 'markets', 'finance']",18
Gold little changed after economic reports,2,6,gold little changed after economic reports,"['gold', 'little', 'changed', 'after', 'economic', 'reports']",6
Why Honeywell International's Guidance Looks Conservative,0,6,why honeywell international's guidance looks conservative,"['why', 'honeywell', ""international's"", 'guidance', 'looks', 'conservative']",6
Europe Pushes on With Gigafactory Plan to Rival Tesla,2,9,europe pushes on with gigafactory plan to rival tesla,"['europe', 'pushes', 'on', 'with', 'gigafactory', 'plan', 'to', 'rival', 'tesla']",9
Stocks on Wall Street ended Thursday's session little changed as investors avoided making risky bets amid a lack of… https://t.co/0l38qIDkoG,2,20,stocks on wall street ended thursday's session little changed as investors avoided making risky bets amid a lack of,"['stocks', 'on', 'wall', 'street', 'ended', ""thursday's"", 'session', 'little', 'changed', 'as', 'investors', 'avoided', 'making', 'risky', 'bets', 'amid', 'a', 'lack', 'of']",19
Merkel Party Leader Gets Unanimous Backing for Thuringia Plan,2,9,merkel party leader gets unanimous backing for thuringia plan,"['merkel', 'party', 'leader', 'gets', 'unanimous', 'backing', 'for', 'thuringia', 'plan']",9
5 Most Popular Financial Stocks Among Hedge Funds,2,8,5 most popular financial stocks among hedge funds,"['5', 'most', 'popular', 'financial', 'stocks', 'among', 'hedge', 'funds']",8
Credit Suisse CEO Thiam quits after spying scandal,2,8,credit suisse ceo thiam quits after spying scandal,"['credit', 'suisse', 'ceo', 'thiam', 'quits', 'after', 'spying', 'scandal']",8
PMC Case: Supreme Court Puts Sale Of HDIL Assets On Hold,2,11,pmc case supreme court puts sale of hdil assets on hold,"['pmc', 'case', 'supreme', 'court', 'puts', 'sale', 'of', 'hdil', 'assets', 'on', 'hold']",11
TOMI Environmental Solutions reports Q3 results,2,6,tomi environmental solutions reports q3 results,"['tomi', 'environmental', 'solutions', 'reports', 'q3', 'results']",6
Hedge Fund Sentiment Is Stagnant On Granite Construction Incorporated (GVA),2,10,hedge fund sentiment is stagnant on granite construction incorporated gva,"['hedge', 'fund', 'sentiment', 'is', 'stagnant', 'on', 'granite', 'construction', 'incorporated', 'gva']",10
Merck to raise quarterly dividend by 11% to 61 cents a share,1,12,merck to raise quarterly dividend by 11% to 61 cents a share,"['merck', 'to', 'raise', 'quarterly', 'dividend', 'by', '11%', 'to', '61', 'cents', 'a', 'share']",12
"H&E Equipment Services, Inc. (NASDAQ:HEES) Looks Like A Good Stock, And It's Going Ex-Dividend Soon",2,15,"h e equipment services, inc. nasdaq hees looks like a good stock, and it's going ex-dividend soon","['h', 'e', 'equipment', 'services', 'inc', 'nasdaq', 'hees', 'looks', 'like', 'a', 'good', 'stock', 'and', ""it's"", 'going', 'ex-dividend', 'soon']",17
French Connection : Form 8.5 (EPT/RI) (pdf) #FrenchConnection #Stock #MarketScreener https://t.co/5nuRSLzSEC https://t.co/Gt8EWF8Omq,2,12,french connection form 8.5 ept ri pdf frenchconnection stock marketscreener,"['french', 'connection', 'form', '8.5', 'ept', 'ri', 'pdf', 'frenchconnection', 'stock', 'marketscreener']",10
Here's what @ElonMusk's '200K' tweet is likely hinting at when it comes to the Tesla $TSLA Cybertruck https://t.co/6Me6AP1CCJ,2,18,here's what 's '200k' tweet is likely hinting at when it comes to the tesla $TSLA cybertruck,"[""here's"", 'what', ""'s"", ""'200k'"", 'tweet', 'is', 'likely', 'hinting', 'at', 'when', 'it', 'comes', 'to', 'the', 'tesla', '$TSLA', 'cybertruck']",17
"Highlight: ""We've seen video conferencing... [spike] from a couple of hundred thousand monthly active users to over… https://t.co/dqIyqVPqZu",1,18,highlight we've seen video conferencing... spike from a couple of hundred thousand monthly active users to over,"['highlight', ""we've"", 'seen', 'video', 'conferencing', 'spike', 'from', 'a', 'couple', 'of', 'hundred', 'thousand', 'monthly', 'active', 'users', 'to', 'over']",17
Shell pushes to power with plans for first big solar plant,2,11,shell pushes to power with plans for first big solar plant,"['shell', 'pushes', 'to', 'power', 'with', 'plans', 'for', 'first', 'big', 'solar', 'plant']",11
$WRK - WestRock declares $0.465 dividend https://t.co/qyFdr7xFA1,2,7,$WRK - westrock declares $0.465 dividend,"['$WRK', '-', 'westrock', 'declares', '$0.465', 'dividend']",6
"'Music is life, music is everything to me.â€ Rapper @fatjoe gets candid in his conversation with @jonfortt about sne... https://t.co/oBzf97E8Us",2,20,"'music is life, music is everything to me. rapper gets candid in his conversation with about sne...","[""'music"", 'is', 'life', 'music', 'is', 'everything', 'to', 'me', 'rapper', 'gets', 'candid', 'in', 'his', 'conversation', 'with', 'about', 'sne']",17
$JEC - Jacobs Engineering Q4 2019 Earnings Preview https://t.co/ktdTe05cWt,2,9,$JEC - jacobs engineering q4 2019 earnings preview,"['$JEC', '-', 'jacobs', 'engineering', 'q4', '2019', 'earnings', 'preview']",8
Religare Group To Sell Equity In Health Insurance Arm To Kedaara Group For Rs 400 Crore,2,16,religare group to sell equity in health insurance arm to kedaara group for rs 400 crore,"['religare', 'group', 'to', 'sell', 'equity', 'in', 'health', 'insurance', 'arm', 'to', 'kedaara', 'group', 'for', 'rs', '400', 'crore']",16
"Riassunto: Le giapponesi NEDO e Panasonic raggiungono il più alto rendimento di conversione al mondo, pari al 16,09%, per il modulo a celle solari perovskitiche dalla superficie più estesa",2,29,"riassunto le giapponesi nedo e panasonic raggiungono il pi alto rendimento di conversione al mondo, pari al 16,09%, per il modulo a celle solari perovskitiche dalla superficie pi estesa","['riassunto', 'le', 'giapponesi', 'nedo', 'e', 'panasonic', 'raggiungono', 'il', 'pi', 'alto', 'rendimento', 'di', 'conversione', 'al', 'mondo', 'pari', 'al', '16,09%', 'per', 'il', 'modulo', 'a', 'celle', 'solari', 'perovskitiche', 'dalla', 'superficie', 'pi', 'estesa']",29
"The worst scramble for cash is happening in an opaque corner of the market, where the Fed has little control, write… https://t.co/1ZddVnhX3j",2,22,"the worst scramble for cash is happening in an opaque corner of the market, where the fed has little control, write","['the', 'worst', 'scramble', 'for', 'cash', 'is', 'happening', 'in', 'an', 'opaque', 'corner', 'of', 'the', 'market', 'where', 'the', 'fed', 'has', 'little', 'control', 'write']",21
"With milk prices plunging to lows, dairy farmers are dumping the product to curb an oversupply during the… https://t.co/iUjDjzQiS9",0,19,"with milk prices plunging to lows, dairy farmers are dumping the product to curb an oversupply during the","['with', 'milk', 'prices', 'plunging', 'to', 'lows', 'dairy', 'farmers', 'are', 'dumping', 'the', 'product', 'to', 'curb', 'an', 'oversupply', 'during', 'the']",18
The mood is upbeat on markets ahead of Thanksgiving #Stock #MarketScreener https://t.co/NxpndHvCKP https://t.co/gzcevw7HEv,1,13,the mood is upbeat on markets ahead of thanksgiving stock marketscreener,"['the', 'mood', 'is', 'upbeat', 'on', 'markets', 'ahead', 'of', 'thanksgiving', 'stock', 'marketscreener']",11
$ETSY - Etsy Has Many Problems. Here's Why I Bought Its Stock. Read more and get updates on any stock!… https://t.co/8wW48bwgSq,2,21,$ETSY - etsy has many problems. here's why i bought its stock. read more and get updates on any stock,"['$ETSY', '-', 'etsy', 'has', 'many', 'problems', ""here's"", 'why', 'i', 'bought', 'its', 'stock', 'read', 'more', 'and', 'get', 'updates', 'on', 'any', 'stock']",20
Treasury yields hold rise after housing starts,0,7,treasury yields hold rise after housing starts,"['treasury', 'yields', 'hold', 'rise', 'after', 'housing', 'starts']",7
$SPG - Bear Market Bounce - J.C. Parets Returns To Alpha Trader. https://t.co/RII0DUojp1 #stocks #finance #trading,1,16,$SPG - bear market bounce - j.c. parets returns to alpha trader. stocks finance trading,"['$SPG', '-', 'bear', 'market', 'bounce', '-', 'j.c', 'parets', 'returns', 'to', 'alpha', 'trader', 'stocks', 'finance', 'trading']",15
DMCI continues slide as government cancels extension of water concession deals - BusinessWorld Online,0,14,dmci continues slide as government cancels extension of water concession deals - businessworld online,"['dmci', 'continues', 'slide', 'as', 'government', 'cancels', 'extension', 'of', 'water', 'concession', 'deals', '-', 'businessworld', 'online']",14
"Citron Research, owned by the prominent short seller Andrew Left, placed a $5 price target on $PTON  https://t.co/a5WT4knuVf",2,18,"citron research, owned by the prominent short seller andrew left, placed a $5 price target on $PTON","['citron', 'research', 'owned', 'by', 'the', 'prominent', 'short', 'seller', 'andrew', 'left', 'placed', 'a', '$5', 'price', 'target', 'on', '$PTON']",17
".@GitaGopinath: #COVID19 has pushed the world into recession. For 2020, the economic impact of COVID-19 will be wor… https://t.co/5zRk5aEX3G",0,19,". covid19 has pushed the world into recession. for 2020, the economic impact of covid-19 will be wor","['covid19', 'has', 'pushed', 'the', 'world', 'into', 'recession', 'for', '2020', 'the', 'economic', 'impact', 'of', 'covid-19', 'will', 'be', 'wor']",17
{Free} Dragonfly Capital Bull Scan for 11-25-19 https://t.co/kR9HI32JTA,2,8,free dragonfly capital bull scan for 11-25-19,"['free', 'dragonfly', 'capital', 'bull', 'scan', 'for', '11-25-19']",7
"$ubio needs some attention .... super steep

https://t.co/1G9SmYAZZa",2,8,$UBIO needs some attention .... super steep,"['$UBIO', 'needs', 'some', 'attention', 'super', 'steep']",6
"Stock Market Update: NVIDIA shares upgraded, Netflix downgraded",2,8,"stock market update nvidia shares upgraded, netflix downgraded","['stock', 'market', 'update', 'nvidia', 'shares', 'upgraded', 'netflix', 'downgraded']",8
More foreign firms abandoned U.S. deals amid Trump administration scrutiny: report https://t.co/sOjbLwVU87 https://t.co/6sCfpgNoBa,0,13,more foreign firms abandoned u.s. deals amid trump administration scrutiny report,"['more', 'foreign', 'firms', 'abandoned', 'u.s', 'deals', 'amid', 'trump', 'administration', 'scrutiny', 'report']",11
Yellow Wood names second partner this year with promotion of CFO Pizzi,2,12,yellow wood names second partner this year with promotion of cfo pizzi,"['yellow', 'wood', 'names', 'second', 'partner', 'this', 'year', 'with', 'promotion', 'of', 'cfo', 'pizzi']",12
Siemens Considers Buying Iberdrola’s Siemens Gamesa Stake,2,7,siemens considers buying iberdrola s siemens gamesa stake,"['siemens', 'considers', 'buying', 'iberdrola', 's', 'siemens', 'gamesa', 'stake']",8
U.S. equities pared gains after climbing to fresh records as investors digested the latest views from Federal Reser... https://t.co/y5x69xFQ8h,0,19,u.s. equities pared gains after climbing to fresh records as investors digested the latest views from federal reser...,"['u.s', 'equities', 'pared', 'gains', 'after', 'climbing', 'to', 'fresh', 'records', 'as', 'investors', 'digested', 'the', 'latest', 'views', 'from', 'federal', 'reser']",18
Philippine nickel miners and Chinese battery makers are exploring a potential collaboration ahead of Indonesia’s ba… https://t.co/qZ01YKBl0Z,2,17,philippine nickel miners and chinese battery makers are exploring a potential collaboration ahead of indonesia s ba,"['philippine', 'nickel', 'miners', 'and', 'chinese', 'battery', 'makers', 'are', 'exploring', 'a', 'potential', 'collaboration', 'ahead', 'of', 'indonesia', 's', 'ba']",17
"Exxon Stock Still Solid and Undervalued, but the Market Doesn’t Seem to Care - Investorplace.com",2,15,"exxon stock still solid and undervalued, but the market doesn t seem to care - investorplace.com","['exxon', 'stock', 'still', 'solid', 'and', 'undervalued', 'but', 'the', 'market', 'doesn', 't', 'seem', 'to', 'care', '-', 'investorplace.com']",16
"Felix Rohatyn, Banker Who Helped Rescue New York, Dies at 91",2,11,"felix rohatyn, banker who helped rescue new york, dies at 91","['felix', 'rohatyn', 'banker', 'who', 'helped', 'rescue', 'new', 'york', 'dies', 'at', '91']",11
McDonald’s is expected to launch a crispy chicken sandwich in the beginning of next year and Telsey Advisory Group… https://t.co/VEzN1thrUs,2,20,mcdonald s is expected to launch a crispy chicken sandwich in the beginning of next year and telsey advisory group,"['mcdonald', 's', 'is', 'expected', 'to', 'launch', 'a', 'crispy', 'chicken', 'sandwich', 'in', 'the', 'beginning', 'of', 'next', 'year', 'and', 'telsey', 'advisory', 'group']",20
Metal Bank : Managing Director's Presentation to Shareholders #MetalBank #Stock #MarketScreener… https://t.co/xgnjVQORWf,2,12,metal bank managing director's presentation to shareholders metalbank stock marketscreener,"['metal', 'bank', 'managing', ""director's"", 'presentation', 'to', 'shareholders', 'metalbank', 'stock', 'marketscreener']",10
NPPC Applauds House Passage of Ag Inspectors Bill #Stock #MarketScreener https://t.co/yXmoXHzEGm https://t.co/5ihdwSSXMi,2,12,nppc applauds house passage of ag inspectors bill stock marketscreener,"['nppc', 'applauds', 'house', 'passage', 'of', 'ag', 'inspectors', 'bill', 'stock', 'marketscreener']",10
$FL - Foot Locker -5% after Telsey warning https://t.co/Zy2fcVSr5c,0,9,$FL - foot locker -5% after telsey warning,"['$FL', '-', 'foot', 'locker', '-5%', 'after', 'telsey', 'warning']",8
$USO $UNG $UGAZ - U.S. rig count falls for fifth straight week https://t.co/UwX3Qg6gGZ,1,13,$USO $UNG $UGAZ - u.s. rig count falls for fifth straight week,"['$USO', '$UNG', '$UGAZ', '-', 'u.s', 'rig', 'count', 'falls', 'for', 'fifth', 'straight', 'week']",12
Amazon hits $1 trillion on blowout earnings beat what the pros are watching now $AMZN (via @TradingNation) https://t.co/RCmE2HVjcC,1,18,amazon hits $1 trillion on blowout earnings beat what the pros are watching now $AMZN via,"['amazon', 'hits', '$1', 'trillion', 'on', 'blowout', 'earnings', 'beat', 'what', 'the', 'pros', 'are', 'watching', 'now', '$AMZN', 'via']",16
Xeris Pharma launches equity offering; shares down 3% after hours,0,10,xeris pharma launches equity offering shares down 3% after hours,"['xeris', 'pharma', 'launches', 'equity', 'offering', 'shares', 'down', '3%', 'after', 'hours']",10
"Comparable sales missed estimates at Home Depot, shares down 4.6% premarket",0,11,"comparable sales missed estimates at home depot, shares down 4.6% premarket","['comparable', 'sales', 'missed', 'estimates', 'at', 'home', 'depot', 'shares', 'down', '4.6%', 'premarket']",11
This chart shows that the U.S.-China trade war has dominated discussions since August. https://t.co/gBlWLR2pXc https://t.co/7hJf0UA7sW,2,15,this chart shows that the u.s.-china trade war has dominated discussions since august.,"['this', 'chart', 'shows', 'that', 'the', 'u.s.-china', 'trade', 'war', 'has', 'dominated', 'discussions', 'since', 'august']",13
$BAM $BPY $PVVLF - Investing With Brookfield: Achieving Attractive Risk/Reward And High Yield Simultaneously.… https://t.co/sIPdqv37EU,2,15,$BAM $BPY $PVVLF - investing with brookfield achieving attractive risk reward and high yield simultaneously.,"['$BAM', '$BPY', '$PVVLF', '-', 'investing', 'with', 'brookfield', 'achieving', 'attractive', 'risk', 'reward', 'and', 'high', 'yield', 'simultaneously']",15
Carmakers close Chinese factories because of coronavirus,0,7,carmakers close chinese factories because of coronavirus,"['carmakers', 'close', 'chinese', 'factories', 'because', 'of', 'coronavirus']",7
Edited Transcript of EKTA B.ST earnings conference call or presentation 15-Nov-19 10:00am GMT,2,13,edited transcript of ekta b.st earnings conference call or presentation 15-nov-19 10 00am gmt,"['edited', 'transcript', 'of', 'ekta', 'b.st', 'earnings', 'conference', 'call', 'or', 'presentation', '15-nov-19', '10', '00am', 'gmt']",14
The results of Hong Kong's district council elections show the city’s 7.4 million people remain firmly on the side… https://t.co/QQ0DzGVflB,2,20,the results of hong kong's district council elections show the city s 7.4 million people remain firmly on the side,"['the', 'results', 'of', 'hong', ""kong's"", 'district', 'council', 'elections', 'show', 'the', 'city', 's', '7.4', 'million', 'people', 'remain', 'firmly', 'on', 'the', 'side']",20
Asian Shares Mostly Higher; Hang Seng Jumps on Stimulus Expectations,1,10,asian shares mostly higher hang seng jumps on stimulus expectations,"['asian', 'shares', 'mostly', 'higher', 'hang', 'seng', 'jumps', 'on', 'stimulus', 'expectations']",10
"$BAYRY $BAYZF - Bayer, plaintiffs agree to postpone glyphosate lawsuits for settlement talks https://t.co/qVd2jpfZtC",1,14,"$BAYRY $BAYZF - bayer, plaintiffs agree to postpone glyphosate lawsuits for settlement talks","['$BAYRY', '$BAYZF', '-', 'bayer', 'plaintiffs', 'agree', 'to', 'postpone', 'glyphosate', 'lawsuits', 'for', 'settlement', 'talks']",13
Ireland's finance minister expects two billion euro in extra health spending #economy #MarketScreener… https://t.co/GA4wDK0R9F,2,14,ireland's finance minister expects two billion euro in extra health spending economy marketscreener,"[""ireland's"", 'finance', 'minister', 'expects', 'two', 'billion', 'euro', 'in', 'extra', 'health', 'spending', 'economy', 'marketscreener']",13
LVMH targets affluent tourists with Paris department store revamp https://t.co/fMdP81qP7Z,2,10,lvmh targets affluent tourists with paris department store revamp,"['lvmh', 'targets', 'affluent', 'tourists', 'with', 'paris', 'department', 'store', 'revamp']",9
Oil drops after U.S. inventory data https://t.co/IDCJ372Mjb https://t.co/hSyzKTVifN,0,8,oil drops after u.s. inventory data,"['oil', 'drops', 'after', 'u.s', 'inventory', 'data']",6
$TRAUF - Transurban Group reports 1H results https://t.co/H5ULsdHRGr,2,8,$TRAUF - transurban group reports 1h results,"['$TRAUF', '-', 'transurban', 'group', 'reports', '1h', 'results']",7
Will Caterpillar Raise Its Dividend in 2020?,2,7,will caterpillar raise its dividend in 2020,"['will', 'caterpillar', 'raise', 'its', 'dividend', 'in', '2020']",7
How Beyoncé and Mariah Carey made Airbnb a luxury brand https://t.co/1reTl4zElG,2,11,how beyonc and mariah carey made airbnb a luxury brand,"['how', 'beyonc', 'and', 'mariah', 'carey', 'made', 'airbnb', 'a', 'luxury', 'brand']",10
North Korea threatens to resume calling Trump a ‘dotard’ https://t.co/kYTni1RVVb,2,10,north korea threatens to resume calling trump a dotard,"['north', 'korea', 'threatens', 'to', 'resume', 'calling', 'trump', 'a', 'dotard']",9
Did TCF Financial's Chemical Merger Spark a Positive Reaction for Investors?,2,11,did tcf financial's chemical merger spark a positive reaction for investors,"['did', 'tcf', ""financial's"", 'chemical', 'merger', 'spark', 'a', 'positive', 'reaction', 'for', 'investors']",11
