text,label,word_count,cleaned_text,tokens,token_count,predicted,correct,predicted_name,actual_name
A Chinese move on intellectual property is a promising sign for trade talks. The Open panel discusses… https://t.co/K7sRyhXOtB,1,18,a chinese move on intellectual property is a promising sign for trade talks. the open panel discusses,"['a', 'chinese', 'move', 'on', 'intellectual', 'property', 'is', 'a', 'promising', 'sign', 'for', 'trade', 'talks', 'the', 'open', 'panel', 'discusses']",17,2,False,Neutral,Bullish
$ACB (+0.4% pre) Aurora Cannabis sets early conversion price - SA https://t.co/3CJO7WKWyx,1,12,$ACB 0.4% pre aurora cannabis sets early conversion price - sa,"['$ACB', '0.4%', 'pre', 'aurora', 'cannabis', 'sets', 'early', 'conversion', 'price', '-', 'sa']",11,0,False,Bearish,Bullish
$F - Ford Presents A Safe 6.6% Return With A High Margin Of Safety. Read more: https://t.co/1tXzCl73jL #trading #economy #markets,1,20,$F - ford presents a safe 6.6% return with a high margin of safety. read more trading economy markets,"['$F', '-', 'ford', 'presents', 'a', 'safe', '6.6%', 'return', 'with', 'a', 'high', 'margin', 'of', 'safety', 'read', 'more', 'trading', 'economy', 'markets']",19,2,False,Neutral,Bullish
Fun fact: there are about 35 million people still in credit-card debt from last year’s round of holiday shopping. H… https://t.co/jCGa4zu6Nl,0,21,fun fact there are about 35 million people still in credit-card debt from last year s round of holiday shopping. h,"['fun', 'fact', 'there', 'are', 'about', '35', 'million', 'people', 'still', 'in', 'credit-card', 'debt', 'from', 'last', 'year', 's', 'round', 'of', 'holiday', 'shopping', 'h']",21,2,False,Neutral,Bearish
$CIEN - Ciena's Drivers Help Offset Some Of The Covid-19 Uncertainty. https://t.co/80DZBMHNUy #economy #stockmarket #stocks,1,15,$CIEN - ciena's drivers help offset some of the covid-19 uncertainty. economy stockmarket stocks,"['$CIEN', '-', ""ciena's"", 'drivers', 'help', 'offset', 'some', 'of', 'the', 'covid-19', 'uncertainty', 'economy', 'stockmarket', 'stocks']",14,0,False,Bearish,Bullish
The amount of electricity generated from coal jumped 7% in the developing world last year https://t.co/w7O7NKroiV,1,16,the amount of electricity generated from coal jumped 7% in the developing world last year,"['the', 'amount', 'of', 'electricity', 'generated', 'from', 'coal', 'jumped', '7%', 'in', 'the', 'developing', 'world', 'last', 'year']",15,0,False,Bearish,Bullish
Disney Is Ready to Drop a Bomb on Netflix in This Huge Market,2,13,disney is ready to drop a bomb on netflix in this huge market,"['disney', 'is', 'ready', 'to', 'drop', 'a', 'bomb', 'on', 'netflix', 'in', 'this', 'huge', 'market']",13,1,False,Bullish,Neutral
Boyd Gaming pulls off financing move,2,6,boyd gaming pulls off financing move,"['boyd', 'gaming', 'pulls', 'off', 'financing', 'move']",6,0,False,Bearish,Neutral
Brazil's Current Account Deficit Widened in October #economy #MarketScreener https://t.co/1dGgeQT3Ce https://t.co/1NhFZdGTcf,0,11,brazil's current account deficit widened in october economy marketscreener,"[""brazil's"", 'current', 'account', 'deficit', 'widened', 'in', 'october', 'economy', 'marketscreener']",9,2,False,Neutral,Bearish
Applied DNA Sciences +6% premarket on FQ1 results,1,8,applied dna sciences 6% premarket on fq1 results,"['applied', 'dna', 'sciences', '6%', 'premarket', 'on', 'fq1', 'results']",8,2,False,Neutral,Bullish
"S&P, Dow fall as Nasdaq inches up",2,7,"s p, dow fall as nasdaq inches up","['s', 'p', 'dow', 'fall', 'as', 'nasdaq', 'inches', 'up']",8,1,False,Bullish,Neutral
Stocks finish mixed as Nasdaq logs third consecutive all-time closing high,2,11,stocks finish mixed as nasdaq logs third consecutive all-time closing high,"['stocks', 'finish', 'mixed', 'as', 'nasdaq', 'logs', 'third', 'consecutive', 'all-time', 'closing', 'high']",11,1,False,Bullish,Neutral
$GTX: Garrett Motion withdraws FY 20 guidance https://t.co/FcJ3is9qU4,0,8,$GTX garrett motion withdraws fy 20 guidance,"['$GTX', 'garrett', 'motion', 'withdraws', 'fy', '20', 'guidance']",7,2,False,Neutral,Bearish
"The latest pre-open #analysis of #news, #data driving the #market https://t.co/2JWcYQceMg #PageOne $SPY $DIA $QQQ… https://t.co/X96M6stFge",2,16,"the latest pre-open analysis of news, data driving the market pageone $SPY $DIA $QQQ","['the', 'latest', 'pre-open', 'analysis', 'of', 'news', 'data', 'driving', 'the', 'market', 'pageone', '$SPY', '$DIA', '$QQQ']",14,1,False,Bullish,Neutral
"CITRON SAYS IT'S LONG ON LUCKIN COFFEE

MW vs CItron",1,10,citron says it's long on luckin coffee mw vs citron,"['citron', 'says', ""it's"", 'long', 'on', 'luckin', 'coffee', 'mw', 'vs', 'citron']",10,2,False,Neutral,Bullish
Stock Market Update: WTI crude gives back 1% amid nervous-sounding trade headline,0,12,stock market update wti crude gives back 1% amid nervous-sounding trade headline,"['stock', 'market', 'update', 'wti', 'crude', 'gives', 'back', '1%', 'amid', 'nervous-sounding', 'trade', 'headline']",12,1,False,Bullish,Bearish
"Eagle Point NII in-line, misses on total investment income",2,9,"eagle point nii in-line, misses on total investment income","['eagle', 'point', 'nii', 'in-line', 'misses', 'on', 'total', 'investment', 'income']",9,0,False,Bearish,Neutral
Why Tiffany Stock Just Popped 6%,1,6,why tiffany stock just popped 6%,"['why', 'tiffany', 'stock', 'just', 'popped', '6%']",6,2,False,Neutral,Bullish
Long-Term: Lean Hog Prices Set To Rebound. https://t.co/rUUbENIlsY #markets #finance #investing,1,11,long-term lean hog prices set to rebound. markets finance investing,"['long-term', 'lean', 'hog', 'prices', 'set', 'to', 'rebound', 'markets', 'finance', 'investing']",10,2,False,Neutral,Bullish
When Will Amarin Stock Sell-Off Be Over?,2,7,when will amarin stock sell-off be over,"['when', 'will', 'amarin', 'stock', 'sell-off', 'be', 'over']",7,0,False,Bearish,Neutral
$CY (+1.7% pre) Infineon Technologies $INFN : announces final regulatory approval for acquisition of Cypress Semico… https://t.co/PJDZnNMXdG,1,17,$CY 1.7% pre infineon technologies $INFN announces final regulatory approval for acquisition of cypress semico,"['$CY', '1.7%', 'pre', 'infineon', 'technologies', '$INFN', 'announces', 'final', 'regulatory', 'approval', 'for', 'acquisition', 'of', 'cypress', 'semico']",15,2,False,Neutral,Bullish
UAE stimulus to help bank liquidity but may increase problem loans - Moody's #economy #MarketScreener… https://t.co/8rGhax4y8C,0,16,uae stimulus to help bank liquidity but may increase problem loans - moody's economy marketscreener,"['uae', 'stimulus', 'to', 'help', 'bank', 'liquidity', 'but', 'may', 'increase', 'problem', 'loans', '-', ""moody's"", 'economy', 'marketscreener']",15,2,False,Neutral,Bearish
Did IDEX Corporation's (NYSE:IEX) Recent Earnings Growth Beat The Trend?,2,10,did idex corporation's nyse iex recent earnings growth beat the trend,"['did', 'idex', ""corporation's"", 'nyse', 'iex', 'recent', 'earnings', 'growth', 'beat', 'the', 'trend']",11,1,False,Bullish,Neutral
U.S. Claims for Jobless Benefits Fall to Lowest Since April,1,10,u.s. claims for jobless benefits fall to lowest since april,"['u.s', 'claims', 'for', 'jobless', 'benefits', 'fall', 'to', 'lowest', 'since', 'april']",10,0,False,Bearish,Bullish
DNA testing company Veritas Genetics is suspending American operations and cutting all U.S. staff after a financing… https://t.co/LZZNsdU41T,0,18,dna testing company veritas genetics is suspending american operations and cutting all u.s. staff after a financing,"['dna', 'testing', 'company', 'veritas', 'genetics', 'is', 'suspending', 'american', 'operations', 'and', 'cutting', 'all', 'u.s', 'staff', 'after', 'a', 'financing']",17,2,False,Neutral,Bearish
Air Astana says signs letter of intent for 30 Boeing 737 MAX,2,12,air astana says signs letter of intent for 30 boeing 737 max,"['air', 'astana', 'says', 'signs', 'letter', 'of', 'intent', 'for', '30', 'boeing', '737', 'max']",12,0,False,Bearish,Neutral
$CHFS red to green type move soon.,1,7,$CHFS red to green type move soon.,"['$CHFS', 'red', 'to', 'green', 'type', 'move', 'soon']",7,0,False,Bearish,Bullish
6 Stocks With a Low Price-Sales Ratio,2,7,6 stocks with a low price-sales ratio,"['6', 'stocks', 'with', 'a', 'low', 'price-sales', 'ratio']",7,1,False,Bullish,Neutral
Salesforce on watch as DreamForce event ramps up,2,8,salesforce on watch as dreamforce event ramps up,"['salesforce', 'on', 'watch', 'as', 'dreamforce', 'event', 'ramps', 'up']",8,1,False,Bullish,Neutral
